Unnamed: 0	drugName	condition	review	rating	date	usefulCount
221214	Drysol	Hyperhidrosis	"""I find it only works really well the day after you apply it. After that, you go back to sweating as normal. It cuts down the sweat a little but not completely. I&#039;ve been using it for about a year and keep continuing to use it because it&#039;s the only product out there that works even a little bit. It&#039;s not great but it&#039;s decent."""	7.0	May 2, 2013	11
63431	Epiduo	Acne	"""This gel is really effective as it minimizes the pimple/acne is just one night. You can definitely go for it."""	8.0	May 20, 2016	2
35801	Buprenorphine / naloxone	Opiate Dependence	"""I too took suboxone to treat opiate withdrawal and it truly is a miracle drug. However, after 7 years of being on Suboxone daily, I&#039;m now dependent on this. The withdrawals are just as bad as withdrawing from any opiate and some say worse. So my advice to you from my own experience is to immediately start tapering off suboxone the second you start taking it. My first attempt using suboxone only took 3 days of usage, I stopped before my body became dependent and for a month after I felt perfect. I then started taking it regularly out of fear of relapsing with opiates. Now I&#039;m haunted by the fact I&#039;m totally dependent on suboxone. It&#039;s a very strong drug and I personally think way over prescribed dosage wise."""	10.0	September 11, 2015	53
203257	Blisovi 24 Fe	Birth Control	"""One day picking up my prescription I noticed the bag said &quot;different name same drug&quot; that couldn&#039;t have been more wrong. After starting this pill I gained 10lbs, on my smaller frame it&#039;s insanely noticeable to the point I&#039;m afraid someone will ask if I&#039;m pregnant. Went up 2 pant sizes which is completely out of character for me. Not only was I am emotion mess during my period but all the other days as well. Tired and fatigued constantly. Not good at all, terrible experience. Absolutely had to switch."""	1.0	July 15, 2016	9
61310	Citalopram	Anxiety and Stress	"""I have always had anxiety my entire life my dad also suffers so guess that&rsquo;s where it came from I suffered a lot in social situations always worried I was going to embarrass myself even though I know I have a lot to say for myself and am naturally quite funny but always held back it&rsquo;s been four weeks on it at 20mg and I am only writing this review as I feel it may help someone that was in my position it has helped me so much. I just feel relaxed talking to people, all the silly situations I use to make up in my head that might happen I don&rsquo;t do anymore. I just feel like the person I should of been my entire life felt more anxious first two weeks but stuck with it now just feel normal no worry and I can just be myself best thing I ever done"""	10.0	November 3, 2017	15
10432	Spironolactone	Acne	"""I&#039;m 18 (almost 19) and I just started college two weeks ago. Ever since I was about 14 years old I&#039;ve suffered from mild-servere acne. I&#039;ve tried every topical cream known to man and none seemed clear up my acne. I started taking birth control to level out my hormones but it barley did anything. About 2 1/2 weeks ago I went to my dermatologist begging her to put me on something stronger. I was perscribed spironolactone. I went home and researched everything and saw that an initial breakout is most likely to happen. About a week into taking the medication I had a severe breakout on my chin and cheeks. After a week it started to clear up. I&#039;m not fully in the clear but I see improvement which I&#039;m excited for!"""	7.0	August 30, 2016	9
12034	Metaxalone	Muscle Spasm	"""Episodic incidences of serious back spasms and pain due to having herniated discs of L4 and L5. Skelaxin relieves the spasms so I get back to somewhat normal in as short as time as possible without feeling drugged out and tired. It works so far as to what it was prescibed for."""	9.0	November 26, 2008	33
117178	Synvisc-One	Osteoarthritis	"""I&#039;ve had Synvisc One injections at least three times and each time they last anywhere from 6 to 8 months. The relief is awesome. I am careful not to overuse the knee and avoid many activities that I used to do that put undue stress on the knee, but I work full-time, stand for long periods of time, and ride a bike occasionally and Synvisc allows me to do this. However, I am in need of a new dose and this time I need to pay a co-insurance amount of over $400.00. This is far more than I used to pay, so I am not sure what is going on: same doctor, same insurance."""	9.0	April 15, 2015	47
224227	Levothyroxine	Underactive Thyroid	"""I have been taking this drug for more than two years 0.75 MGM  it has not helped me with anything but keep my levels normal. My hair still falls out, I can&#039;t loose weight, my heart still flutters.
 I still don&#039;t slept well, my nails are brittle.  What does this drug do for you? I have yet to find out...  Think I will try another brand."""	2.0	January 25, 2017	32
25877	Ethinyl estradiol / norelgestromin	Birth Control	"""I&#039;ve been on Ortho Evra since August of 2011, and so far, I really like it.  I&#039;m not using it just for birth control, but also for period control.  Before going on the Patch, my periods would last 10 to 11 days (3 days of heavy to moderate bleeding, then spotting for 7 to 8 days).  Thanks to Ortho Evra, my periods are now only 6 days (3 days of heavy to moderate bleeding, then 3 days of spotting).  That is seriously a miracle for me!  Also, I have less period cramps than before (although my pre-patch period cramps were never really anything to complain about).  Besides this, my breasts have also grown bigger (which my boyfriend loves).  Although, I have experienced some negative side effects too.  My breasts were REALLY tender for the first 2 months, but this has mostly gone away.  Sometimes, on my Patch change days in September and October, I would feel a little bit nauseous or lightheaded, but I think this may have been partially or completely psychological.  Also, sometimes, even when I&#039;m not near my period, I will experience very mild cramping.  But these are all side effects that I can live with.  The only thing I really don&#039;t like about this medication is that it lowered my alcohol tolerance and made me more susceptible to hangovers.  But in the end, I&#039;d rather throw up from a hangover than from morning sickness.  Overall, I&#039;d recommend this medication."""	8.0	November 19, 2011	18
218184	Amoxicillin / clavulanate	Strep Throat	"""Completely useless medication. Been taking this for 5 days and absolutely none of my symptoms have cleared up. This morning I woke up with a pounding headache and I am about to throw up. Avoid at all costs"""	1.0	August 19, 2016	15
148287	Norethindrone	Endometriosis	"""This medicine has significantly improved my life. I&#039;ve had surgery for &#039;endometriosis&#039; twice.  The second surgery showed no sign of endometriosis yet I continued getting severely ill with my cycle and missing work for several days each month.  Doctor always gave me oral contraceptives that included estrogen which caused constant illness and extreme bloating . Finally, I was prescribed norethindrone.  My cycles have stopped and although I have mild night sweats, decreased sex drive and some weight gain my quality of life is so much better!  It&#039;s been about 7 months; hopefully the side effects don&#039;t worsen and the benefit continues."""	9.0	October 3, 2011	23
70552	Flomax	Benign Prostatic Hyperplasia	"""I have been on Flomax and a catheter for 2 weeks. Had the catheter removed today. Only a few drops come out. Basically retaining all urine. Had to go back on a catheter the same day it was removed. The urologist only does the kind of surgery I want once a month. Looks like I may be on a catheter till March. No pain...just discomfort from catheter.
Flomax seems to be causing me problems in the morning. It takes at least an hour or more  just to get out of bed. When I rise to sit on the side of the bed my BP is good. But when I stand my BP goes to 9x/6x. I would pass out if I remained standing. I must lay down to regain a decent BP. Flomax plus aspirin are the only drugs I was taking. But I stopped the aspirin 2 days ago. Now only Flomax."""	1.0	February 11, 2017	13
106226	Oxymetazoline	Nasal Congestion	"""This company should be sued they sell nasal spray that you can&#039;t even open to use! Waste of money. My husband is ridiculous enough to buy this nasal spray again when we knew we always have a hard time opening the damn thing. And the nasal spray itself isn&#039;t as effective it doesn&#039;t spray it squirts lots of liquid when you give it a quick squeeze. Terrible"""	1.0	January 19, 2017	5
52601	Armour Thyroid	Underactive Thyroid	"""I called Forrest Pharmaceuticals and the customer service rep told me they are NOT planning on discontinuing, but they are having trouble getting enough of the active ingredients (pig thyroid) to meet demand.  Thank you &quot;Swine Flu&quot; for causing people to be afraid to consume pork.  I feared this would happen when the scare about swine flu first hit the news."""	10.0	December 22, 2009	30
66770	Seroquel	Bipolar Disorde	"""I have tried just about every medicine there is to treat bipolar disorder, and Seroquel hands-down is the best one for me in terms of stability. However, the weight gain has been a problem. I gained 40 pounds on Seroquel. The good news is I&#039;ve lost 16 pounds of that in 3 1/2 months. It&#039;s been hard work, but I am confident I can meet my goal of losing 48 more pounds over the next year."""	9.0	August 6, 2013	47
130117	Levonorgestrel	Emergency Contraception	"""I admit I was sooo worried! I&#039;ve only taken Plan B once, back when it was two pills..this time it was one pill and I had to get the generic brand, Take Action, But it WORKS JUST AS GOOD! I did do my research, and I asked the pharmacist was it just as efficient, he assured me it was the same exact pill as Plan B just a few dollars cheaper! I paid 46$ and it was WORTH IT! Im so thankful, I experienced mild cramps and bloating. My period started 5 days after taking Take Action and boy was I happy to see her! Its&#039; a little heavy and my cramps are out of this world! But ladies it Works! Please don&#039;t worry yourselves like I did this week!"""	9.0	October 6, 2014	20
168440	Monistat 7	Vaginal Yeast Infection	"""I used Monistat 3 before and it kind of cleared it up but I had to use yogurt inserts for about two to three days to really help it go away.  I then got another yeast infection a week or two later and bought Monistat 7 since I&#039;m pregnant and I was told that&#039;s my best option.  It was crazy itchy after the first two days but it got better and the itch and pain is pretty much gone.  I itch the slightest at times and I worry but maybe I&#039;m being dramatic.  I have one more day left and it&#039;s done it&#039;s job.  If anything some yogurt to help finish it off!  I&#039;ve had pretty good results for Monistat 3 and 7.  Don&#039;t let the other comments scare you!  It obviously doesn&#039;t work for a lot or only the people who had negative comments wrote reviews """	9.0	November 26, 2016	7
16120	Ethinyl estradiol / norethindrone	Birth Control	"""I am just finishing up my 3rd pack aka finishing my 3rd month and I haven&#039;t ever felt depressed like this ever before. Sure the first months I got some mood swings and i was very emotional but now my anxiety is being triggered and I have no appetite! Al I want to do is stay home and sleep, I feel sad and uninterested in anything.. Will be switching soon and hopefully I can go back to happy me.. Didn&#039;t experience any weight gain and it did not help with my acne."""	4.0	May 10, 2016	2
48247	Amerge	Migraine	"""My favorite migraine medication is Relpax, which isn&#039;t covered by my insurance.  Imitrex didn&#039;t work for me hardly at all.  So, when Amerge came out and my insurance covered it for a reasonable co-pay, I tried it.

I will give naratriptan credit for working well.  It does knock out my migraines, which is more than I can say for Imitrex.  However, it takes a solid hour or more to work, and during that time, my migraines often have a chance to brutally worsen.

Relpax is still my favorite by far when I can get my hands on it."""	8.0	February 9, 2014	15
39561	Contrave	Obesity	"""I have been on Contrave for two weeks, and am down 12lbs. It has absolutely taken away my cravings for fatty food, and also that glass of wine I craved after work each night! The only side effect I have had is constipation, but taking a stool softener has helped that a lot. This is the only medication I have ever taken that has actually done what the description says it should. I couldn&#039;t be happier with my results so far. It is a little pricey, but to find something that actually helps in my weight loss battle, it is worth it to me to cut back in other areas."""	9.0	April 11, 2016	41
102666	Aripiprazole	Obsessive Compulsive Disorde	"""I&#039;m currently on 10 mg to help with OCD and some depression. I mainly wanted to say to everyone who has gained weight -- my doctor told me that it&#039;s known to make you dehydrated so you need to drink A LOT of water. You typically feel hungry when you are dehydrated and eat more, but if you just drink more water, you&#039;re fine. To everyone with insomnia - have you tried taking it at a different time of day? I was taking it at night and couldn&#039;t sleep. I switched to mornings and wala! I can sleep so much better! Different times needed for every person.

 It&#039;s helped somewhat over the last 3 months, but definitely not a magical drug that stops my OCD. I may be taking too low a dosage. Still figuring that out."""	6.0	October 4, 2015	9
157935	Accutane	Acne	"""Don&#039;t let the bad review deter you. I was a teenage with very bad acne: on my face, on my back and I couldn&#039;t do anything without being self-concious. 
I tried everything from topical creams to oral meds like doxycycline to stuff like Proactiv. NOTHING WORKED.

When my doctor suggested that I get on Accutane I was hesitant. I had to take a pregnancy test among other tests every month. But I agreed.

Yes I did have extremely dry skin, and severly dried lips. but honestly...when you have severe acne that is nothing in comparison. 
Now I&#039;m 22 and my skin is CLEAR! My back is completely CLEAR! Its a miracle. 

If you have acne you HAVE to try Accutane."""	10.0	February 14, 2012	8
198412	Exenatide	Diabetes, Type 2	"""I&#039;ve been on Bydureon for 9 months now, my A1c&#039;s came down from 12 to 6.5, my sugar is always around 90-100 and never drops, I feel fantastic. I&#039;ve dropped 60 lbs and eat when I want and never finish a meal, I ride my bike 20 miles no issues."""	10.0	October 3, 2013	82
92203	Lyrica	Pain	"""I have a pinched sciatic nerve in my lower back due to a compression fracture, and also severe nerve damage in my left arm. After being on different narcotics that didn&#039;t work, I gave up and just lived with the aching in my arm that never stopped. My Doctor put me on Lyrica, and I swear, I started crying because I had NO pain in my arm for the first time since my accident: 5 years. Lyrica has been a God send for me. It helps both my back and my arm. When my Doctor increases the dose, the side effects go away after 2 weeks. I recommend this medicine to anybody with nerve damage."""	10.0	July 21, 2010	63
22150	Baclofen	Alcohol Withdrawal	"""At 125 mg greatly helped reduce the craving but had to lower the dose due to side effects such as sleep apeneia and extreme tiredness. Currently in 60 mg . In conclusion it helped me a lot but I had severe side effects ."""	7.0	July 13, 2016	11
107035	Implanon	Birth Control	"""I was a little nervous to have Implanon, because I had read some reviews that were less than great. However, for the year I have had this birth control I have not really had a bad experience at all! I&#039;ve had about 6 periods, and all but one have been super light (like barely there) and had lasted about 2-3 days. I had one period so far that did last about 2 weeks, which was kind of annoying, but was still very, very light. My only other complaint is that before I get my period I do have PMS, starting about 2 weeks before I start the period. My skin breaks out a bit, and I feel a bit moody and bloated, but that&#039;s all. Other than that, it&#039;s a great birth control, and I like not having to worry about getting pregnant or taking a pill everyday!"""	8.0	May 17, 2013	9
54888	Bupropion / naltrexone	Weight Loss	"""I am back on Contrave after a break. I took it for 1 year until my Rx ran out &amp; my wedding was over :)  Had lost a total of 35lbs, 3 dress sizes, and went from 36 to 31 BMI. Was off it for about 4 months and gained back 10lbs in the first month or so. I tapered off the drug just like I had tapered on and I think that helped to lessen the side effects, even though the cravings came back VERY strong about 2 weeks after I had completely stopped taking it. Things have plateaued now and I am losing weight on my own, just not as fast as with Contrave, so am going back on to get to my goal BMI of 25."""	10.0	January 3, 2017	63
140336	Asenapine	Bipolar Disorde	"""I have been depressed or 4 years and diagnosed with Bi-polar disorder with psychotic features for over a year now. I was on tons of medications. Seroquel was supposed to be the &quot;miracle&quot; medicine, but Saphris blows it out. After being hospitalized 4 times for multiple reasons, medications and medications later nothing worked, but 6 months later after being on Saphris I feel a whole lot better. No more voices, shadows, a few mood swings here and there but no manic episodes."""	10.0	April 25, 2011	15
30963	Miconazole	Vaginal Yeast Infection	"""ladies!! I&#039;ve had many yeast infections (because of my my immune system) and I get them often! This stuff DOES work. The first day is AWFUL. But you have no symptoms after day one if you can bear the pain!! Second day I normally experience slight itching with the medicine. I&#039;ve also used the one day ovule, many times, and it has healed me every single time!! I try to stay away from the 7 day because it isn&#039;t necessary for me. I&#039;ve had friends who have experienced no pain with this product, but I have also had friends who experienced pain every day using this medicine. Everyone is different! Hope this helps! :)"""	10.0	April 5, 2017	10
104347	Ethinyl estradiol / levonorgestrel	Birth Control	"""No more periods. I started taking this after Seasonique. You absolutely must take it at the same time every day. I cannot believe that I suffered through horrible PMS and periods all of these years. I was actually pondering a voluntary complete hysterectomy it was getting so bad. Last week I was in my closet and stumbled across my stack of boxes of tampons and pads I used to need every month. Who knows how much money I spent every month. I am sad that I did not pursue this freedom much earlier. Some doctors may try to talk you out of your freedom for one reason or another. Do not give up! Get ready to live your life!"""	10.0	August 12, 2012	94
133594	Robaxin	Muscle Spasm	"""I tried no less than 10 muscle relaxers for Fibromyalgia.  This one was the only one that did the trick and left me with zero side effects."""	10.0	July 2, 2010	185
88641	Prepopik	Bowel Preparation	"""I just had this to prep for my screening colonoscopy - it worked as expected - gently cleansed bowels through the 2 step process. My only complaint is the price $120 which is not covered by insurance at all. Hence the rating of 7, else for effectiveness this is 9."""	7.0	January 1, 2016	2
206977	Zarah	Birth Control	"""I took Zarah for 3 years, never missed a pill and always took it right at 3pm every day. So it worked great. No weight gain. No painful cramps. A light flow during period week. But I rated this 5/10 because I did end up getting pregnant 3 1/2 years after I started taking Zarah. I didn&rsquo;t take any medications around the time I conceived besides my BC Zarah. My doctor was shocked when my blood test came back positive. So beware, even the best birth control pills can fail and result in pregnancy. I will say though, it was the best thing that&rsquo;s ever happened to me. I have a beautiful 1 year old to prove it."""	4.0	October 17, 2017	0
21013	Acyclovir	Herpes Simplex	"""I had my first outbreak over a year ago, been taking 400mg a day and haven&#039;t had an outbreak since."""	10.0	January 6, 2011	35
103677	Dexedrine	ADHD	"""I&#039;m a rare case; I currently am prescribed 180mg of Adderall (90mg IR &amp; 90mg XR). When this was raised to 240mg, I asked to try Dexedrine thinking that after a decade on Adderall, I had simply become tolerant to it. My doc put me on 120mg of Dexedrine. There was a noticeable decline in my focus, and my energy levels (not that&#039;s why you should take stimulants) fell off the map. It was smooth. But for me, it was way too smooth. I remember taking 60mg one morning and then going for a hike. I couldn&#039;t concentrate on a damn thing, and I was nodding off as I was walking. I guess I should have expected this going from such a high amount of Adderall to a lower dose of Dexedrine (which is absent of levoamphetamine). I would try it again though."""	6.0	July 13, 2016	9
217354	Clarithromycin	Sinusitis	"""12.29.16 I too suffer from sinusitis due to a deviated septum. I&#039;ve become allergic to penicillin,  sulfa &amp; doxycycline, made me lose skin, &amp; I&#039;m sensitive to zpack. I know clarithromycin is in the same family as zpack but man did this work for me within 2 days. No colors, facial pain, cough, etc. I do get that weird metallic taste but I just deal with it. I eat greek yogurt with the doses (500mg twice a day) to avoid stomach pain &amp; diarrhea due to the good bacteria in the greek yogurt. I do find myself getting hyper at times while on it &amp; tired but its worth it. As far as not sleeping I use marijuana an INDICA strain (yes it makes a difference) in the evenings to help sleep. I try to stay hydrated as well, gatorade. It worked wonders for me."""	10.0	December 29, 2016	5
30408	Klonopin	Anxiety	"""This medicine through me into fits of rage. Scary times for my loved ones."""	1.0	June 11, 2009	18
161931	Ciprofloxacin	Urinary Tract Infection	"""Every time i get a UTI they put me on Bactrim and it doesn&#039;t help at all. Then they will put me on Cipro and it gets the job done. So now I tell the doctor I want Cipro for a UTI."""	10.0	August 3, 2016	68
81540	Liraglutide	Weight Loss	"""I started Saxenda on July 28, 2017 and weighed 178lb. I did experience nausea the next day but nothing crazy. It is the only lingering symptom. However, it is manageable with Pepto Bismol. After 20 days, I lost 13 lbs - weighing 165lb! I am currently on 2.4. and will increase to 3.0 on Friday. Aside from the slight nausea, I have no complaints about this medication."""	10.0	August 23, 2017	9
17490	Ethinyl estradiol / etonogestrel	Birth Control	"""I&#039;m four days days in, and the mood swings are terrible. I have no history of depression or mood swings. Two days after starting I began feeling anxious and depressed. Ease of use is great, I have had no cramps, bloating, or break outs. I can&#039;t feel the ring when it&#039;s in and it doesn&#039;t fall out. I recommend if you want to try the ring, it may work well for some, but keep an eye on your emotions and call your doctor if something feels out of place. Don&#039;t feel ashamed or embarrassed that your mood changes! BC messes with your hormone levels and it is better to let a doctor know than to suffer unnecessarily. May be great for some, but this BC is not for me."""	3.0	December 19, 2016	3
114628	Codeine / promethazine	Cough	"""Don&#039;t think it did much for the cough.  Made me nauseated. Fell asleep for awhile and was kind of awake and was hearing voices than i had some creepy dreams.  Probably the last time I try this..."""	3.0	October 18, 2016	6
51115	Azithromycin	Chlamydia Infection	"""Took the 2 pink tablets, 500mg each, as one dose and everything was fine. I took a nap and a few hours later woke up sweating &amp; really nauseous. I then began getting really bad cramping...Haven&#039;t gone to the bathroom yet but I did yack because the nausea was that bad. I really hope the medicine is still effective even after puking a few hours after taking it. Definitely learned my lesson about unprotected sex!!"""	8.0	June 22, 2016	13
96007	Sertraline	Premenstrual Dysphoric Disorde	"""I was on Lexapro for almost 5 years for depression, but told my Doctor about the extreme anger, anxiety and more depression I had been having, so she immediately switched to Zoloft.  It&#039;s now been two months on Zoloft, and zero PMDD symptoms. My family is so glad I found this medication! 


"""	10.0	February 3, 2013	79
171466	Wellbutrin	Depression	"""After suffering with years of moderate depression I finally decided to do something about it.  I have been on Wellbutrin for  6 days now.  I started on 150mg SR for the first 3 days and now on 150mg SR twice a day.  I kid you not, after day 3 I felt like a different person.  It was the first time in years that my first thought when I woke up wasn`t ``I wish I was dead``..  I was drinking quite a bit before taking Wellbutrin and have not had a drop since starting it, nor do I have any desire.  I am hoping that the stop smoking aspect kicks in soon, hasn`t yet!  My only complaint are the vivid dreams.  Night terrors actually. they wake me up, but I am able to fall asleep again after.  small price to pay!"""	10.0	November 5, 2015	72
43556	Hydromorphone	Pain	"""I have suffered ruptured discs in lower back in the L4-L5 region and I was on 4mg Hydromorphone and 5/325 Percocet for breakthrough pain.  I found little to no relief with the 4mg hydromorphone. My level of pain is very severe and the physician that is treating me feels the medications that he has prescribed is more then sufficient. I do think Hydromorphone is much more adequate when used by i.v rather than oral pill form."""	4.0	June 25, 2009	2
191305	Pentasa	Crohn's Disease, Maintenance	"""I was diagnosed w/Crohn&#039;s in 2005 after having years of severe diarrhea, stomach pain/cramping &amp; nausea.  After a few weeks of taking the Pentasa (4 grams daily) I felt unbelievably better.   Within the last year I have had lots of break through flares &amp; have had to add other meds (6-MP &amp; Humira shots).  I have had an active flare since mid-December w/no relief.  I have reduced my Pentasa to 2 grams a day because I had noticed that my nausea &amp; other symptoms were more severe on the 4 grams.  Even though I feel better my symptoms have not improved enough &amp; I have to now add Remicade infussion therapy to my long list of meds.  I think that these meds are helpful as long as they are adjusted depending on your symptoms."""	8.0	February 25, 2010	23
44539	Ethinyl estradiol / norgestimate	Birth Control	"""No real problems here. A  in pregnancy prevention in my book. I admit to not being as regular about it as I should, and sometimes miss pills. The worst that has happened as a result is irregular periods. They&#039;ve come almost always after I&#039;ve messed up taking my doses, so I accredit it to that.

My only complaint is that it&#039;s always a bit hard to remember to take them. Not much anybody can do about that except me, I suppose."""	8.0	May 13, 2009	12
183873	Mometasone	Allergic Rhinitis	"""I&#039;ve had an annoying and embarrassing hay fever related symptom for about 10 years. First red eyes and  itchy tear ducts which progressed to eyelid twitching. At first my eyelids twitched whenever I sneezed, but then it would happen randomly and increased in frequency. It became so bad I would avoid meetings at the office. I tried the common hayfever medication and some helped off and on but I could never get the darn twitching to stop. A few months ago I saw my doctor for an unrelated issue and he prescribed Nasonex. My hay fever, itchy eyes and eyelid twitching DISAPPEARED within a few days. I feel like a new person now!!!"""	10.0	January 6, 2015	15
68928	Medroxyprogesterone	Birth Control	"""Going into getting my first Depo shot I was excited. My periods were excruciating painful and I needed something to make my periods more bearable. My first shot my period stopped and it was amazing. Unfortunately, I started eating more and I became very moody. My hormones were extremely out of wack. By the time my third shot was due everyone I knew was convincing me to stop the shot because of how negatively I have been effected. I went through with the third shot hoping it would get better in time but I only got worse and didn&#039;t want to wait for it to get better. I stopped the depo shot and didn&#039;t get the fourth injection. By the time I stopped I had gone from 115 lbs to 170 lbs in that short time. It ruined my body."""	2.0	June 15, 2016	7
219345	Carafate	Duodenal Ulce	"""I developed an ulcer after gastric bypass surgery.  Carafate has worked quickly to relieve the volcano like feeling in my new stomach pouch."""	10.0	March 1, 2010	44
97403	St. john's wort	Depression	"""I wouldn&rsquo;t say I was depressed as such because I never felt &lsquo;low&rsquo;. But I did however notice I was becoming increasingly irritable and had many mood swings. My partner was getting very upset with my frequent irritation and anger over the smallest of things and questions. 

I have been taking this for about a week and I have noticed a massive difference in my moods. I no longer get at all irritated over small things and am much more calm and rational. My partner says I am back to my old calm self. 

I have had zero side effects and simply feel &lsquo;jolly&rsquo;. I also wake up quicker and go about daily tasks much quicker. 

I am very impressed with this medication."""	10.0	October 28, 2017	13
26046	Sprintec	Birth Control	"""I&#039;m not even done with my first pack yet, just got to the white pills. My cramps are worse than they have ever been, I&#039;m constantly feeling sick and it didn&#039;t not lighten my flow at all and clotting has gotten worse. I&#039;m sure this BC works for some but if definitely does not work for me."""	1.0	December 3, 2017	0
224060	Riboflavin	Migraine Prevention	"""Easy to take, inexpensive, and no side effects. Has a moderately positive impact by lessening frequency (2-5 fewer attacks) and severity (average intensity brought down from 7 to 5)."""	9.0	December 27, 2012	22
34255	Tramadol	Pain	"""I think I speak for anyone who has ever suffered tremendous pain from a condition that you have no control over. I myself, can actually function at work on this medication. Some people have to work an 8 to 10 hour day first and have to wait till you get home to take a pain pill that ultimately knocks them out.  It shouldn&#039;t have to be that way. This medication not only works, but for some people you don&#039;t have to wait all day for relief.  I get the relief I need without the narcotic effect.  Kudos to the pharmaceutical genius who thought of this one."""	9.0	November 6, 2008	55
201878	Sitagliptin	Diabetes, Type 2	"""Took Januvia for several years.  Had tightness/pain in my lower abdomen which I  assume was related to my pancreas.  Blood sugars did not get lowered.  Stopped taking Januvia and my sugars went down 30 points.  My cost went from $47 to $167 for 30 day supply because of Medicare Donut Hole so I had to stop.  Drug is way to expensive for what it does."""	5.0	August 30, 2016	29
108088	Ethinyl estradiol / norelgestromin	Birth Control	"""I&#039;m on my 4th week of the patch and I have the most intense bleeding I have EVER had in my life. We are talking super plus tampons AND jumbo pads every few hours. Other than that I haven&#039;t had any negative effects. I just switched from the Nexplanon arm implant because I had horrible side effects (lost 20lbs in 3 months, couldn&#039;t eat because of nausea, bled for 3 months straight stopped for 2 weeks then bled for 2 more months) but I&#039;ve had a pretty good experience with the patch so far"""	9.0	September 22, 2015	2
224547	Bupropion	Major Depressive Disorde	"""I have been on this med three seperate times over a few years on and off not a side effect that I took notice off? I am on 150mg and in Aust. Its called Zyban and for quitting smoking. I am on it as a help for bi-polar depression that just won&rsquo;t leave me.  The chemist told me that I could quit cold turkey that&rsquo;s its make up is different to other anti-depressants and I did. I would not recommend that to anyone without their own medical advice. I had no effects.
I went off Zyban  as it just got to a stage where I didn&rsquo;t notice benefits, but the specialist keeps convincing me to go back on it. That it is doing some good. And no side effects that I can tell. I&rsquo;m on lithium, Ritalin, deralin and Zyban just stopped seroquel."""	8.0	October 20, 2017	3
218889	Depakote	Bipolar Disorde	"""I was prescribed this for a mood disorder they couldn&#039;t pin down (didn&#039;t know where on the bipolar spectrum I fell, I suppose) as well as sleeping issues.

I became very jaded, too jaded. I didn&#039;t get any more sleep than usual, and my previously sun-sensitive skin is now showing minor allergic reactions to sunlight. I haven&#039;t been on it for years, and the allergy is still there.
It did nothing for me and just made it harder for me to operate in the typically diurnal society of today. Not a positive experience."""	3.0	December 6, 2011	22
119890	Losartan	High Blood Pressure	"""Switched to this since Lisinopril made me cough like a barking seal. It keeps the bp in check, however, after taking this medication for several months I have developed serious side effects, including weight gain --up 20 pounds since started taking, high blood potassium, moderate dehydration, numbness, orthostatic hypotension (probably from the dehydration). No one told me about the potassium issue, wasn&#039;t warned by the pharmacist, the doctor, had to look this up on the internet. My vitamin C supplement contains electrolytes and this is a contributing factor. REALLY, REALLY think this potassium issue should be on the label of each bottle. Along with CAUSES weight gain. Very important for those of use with specific health issues."""	4.0	February 9, 2016	61
106647	Implanon	Birth Control	"""21, I got it a week after my second child because  there was no way I was having another,
I&#039;ve had the implanon for 15 mo. I&#039;m taking it out next week. My periods are all over the place, sometimes I have one for 2 days sometimes I have 2 in a month for a week.
Iv&#039;e gained so much weight, I started eating better and less, I work out for a hour everyday at the gym. And not one single pound has been lost. I can&#039;t do it anymore."""	4.0	October 11, 2015	5
112669	Lunesta	Insomnia	"""Works great for me. No side effects. Just puts me to sleep and any time I wake up I feel great."""	10.0	February 23, 2011	8
217239	Clarithromycin	Bronchitis	"""I have had 3 days of this medicine now and think I may have a slight improvement....very slight.
The foul taste in the mouth is awful and my back aches if I do any easy household chores. My chest is still bad with a hacking productive cough. I feel exhausted unless I just sit still.
this is the second type of antibiotics as the first did not help.
I find it hard to fall asleep but wouldn&#039;t say I have insomnia thankfully and only mild tummy ache briefly so I seem to be fortunate that way.
I am going to stay on them and cope with them somehow as I still hope they are doing the job behind the scenes where the infection is. Nevertheless a culture has come back clear so I don&#039;t know if that means its viral anyway and the tablets are pointless."""	6.0	October 6, 2016	9
192487	Drospirenone / ethinyl estradiol	Birth Control	"""Zarah was 4th and final stop for me. I tried 3 other pills and had horrible side effects. I had the worst break out of my life and rashes. I even had to change gynecologists. My new gyno, first and only one she has ever prescribed me was Zarah. I immediately saw results. My skin cleared up, even though I will get minor blemishes around period time. No more rashes and periods are WAY better, they are light and barely any cramps and they last 3- 4 days tops, come like clock work for me now. I do feel more bloating but its a small price to pay when there is really nothing else wrong with the pill. I would definitely recommend this pill. Possibly light weight gain but I think it&#039;s manageable and not extreme. Expect discharge a lot."""	9.0	July 2, 2013	10
123895	Skyla	Birth Control	"""I am 24 years old, that has never been pregnant, and I had Skyla inserted over a month ago. So far I have no complaints. Insertion was uncomfortable, but it was quick. i got it inserted while on my period because my gynecologist informed me that was the best time and she has inserted many in the past. I did feel warm afterwards and I had cramping. I decided to take the day off work; however, after taking Aleve my cramps went away. 

I had mild cramping the day after insertion, but after that no more cramping. My period was lighter, but it lasted for about two weeks. Since then my period has been lighter and I haven&#039;t had intermittent spotting. I would recommend this IUD it has been effective and a positive experience thus far."""	10.0	October 2, 2016	5
